"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*05xod*","Sean Burke","CHW","SP","92","Greenbet","Active","26","252","12.6","88%","+2%","112.1","3.20","120","7","40","93","34","0","0","7","7","20"
"*03btv*","Sandy Alcantara","MIA","SP","95","zyoung51","Active","30","251","11.95","99%","0%","136.2","3.89","107","10","59","130","37","0","0","15","7","21"
"*04pmq*","Braxton Ashcraft","PIT","SP,RP","99","zyoung51","Active","26","250","12.5","98%","0%","116.1","3.95","130","9","51","108","28","0","0","10","6","20"
"*04eee*","Drew Rasmussen","TB","SP","105","Hutch","Active","30","248","13.78","99%","0%","99.1","3.26","98","7","36","76","17","0","0","10","5","18"
"*03div*","Jake Latz","TEX","SP,RP","116","GoldTY","Active","30","240","6.67","86%","0%","46","1.57","47","2","8","19","11","19","2","0","0","36"
"*02c4q*","Nick Martinez","TB","SP,RP","133","Kipp","Active","35","238","12.53","91%","0%","111.1","2.59","62","9","32","105","20","0","0","10","3","19"
"*0510l*","Emerson Hancock","SEA","SP","124","CLANK","Reserve","27","234","13","88%","0%","99.1","3.17","94","6","35","75","25","0","0","9","4","18"
"*041w4*","Bryan Baker","TB","RP","126","Hutch","Active","31","234","6","87%","0%","37.1","1.69","41","1","7","20","12","25","2","0","1","39"
"*04ptt*","Tarik Skubal","DET","SP","128","JMerkle","Active","29","232","16.57","100%","0%","82.2","2.83","98","6","26","66","11","0","0","7","4","14"
"*04pr8*","Taj Bradley","MIN","SP","130","Sethmc44","Active","25","232","12.21","95%","0%","107.2","3.85","124","9","46","92","43","0","0","8","2","19"
"*02iug*","Michael Wacha","KC","SP","139","Coop","Active","35","228","11.4","94%","-1%","125.1","3.66","101","5","51","111","36","0","0","12","5","20"
"*04apj*","Jhoan Duran","PHI","RP","136","Jpanner","Active","28","228","6.51","99%","0%","33.2","1.34","50","1","5","25","6","24","0","0","1","35"
"*01ut7*","Nathan Eovaldi","TEX","SP","137","zyoung51","Active","36","227","11.95","99%","0%","115.1","4.21","122","9","54","111","28","0","0","10","6","19"
"*05sr2*","Michael McGreevy","STL","SP","142","JMerkle","Active","26","226","11.89","82%","+1%","108","2.92","71","4","35","95","24","0","0","13","0","19"
"*04pxf*","Davis Martin","CHW","SP","143","KRetiree","Active","29","225","11.84","91%","-1%","106","3.31","97","9","39","102","33","0","0","10","4","19"
"*05y62*","Bryan Woo","SEA","SP","144","Hutch","Active","26","225","11.84","99%","0%","110.1","4.16","109","7","51","98","22","0","0","11","3","19"
"*05js3*","Kyle Harrison","MIL","SP","145","joeybats","Reserve","24","224","13.18","92%","0%","83.2","3.01","101","8","28","70","20","0","0","6","4","17"
"*04c0o*","Jose Soriano","LAA","SP","150","CLANK","Active","27","222","11.1","97%","0%","111","3.57","115","8","44","90","53","0","0","7","4","20"
"*04pkt*","J.T. Ginn","ATH","SP","151","Sethmc44","Active","27","222","10.09","78%","-2%","109.1","3.46","100","8","42","84","49","0","0","9","6","22"
"*041wv*","Michael King","SD","SP","153","JMerkle","Active","31","221","11.05","98%","0%","113.1","3.34","96","6","42","86","45","0","0","9","9","20"
"*05ge9*","Shota Imanaga","CHC","SP","154","zyoung51","Active","32","221","11.05","98%","0%","115","3.91","109","6","50","100","28","0","0","8","3","20"
"*0596g*","Reid Detmers","LAA","SP,RP","156","Coop","Active","27","219","10.95","89%","-2%","114.2","4.16","130","3","53","93","35","0","0","8","4","20"
"*03poo*","Peter Lambert","HOU","SP","158","Sethmc44","Active","29","218","13.63","74%","+3%","92","3.03","91","8","31","66","36","0","0","7","7","16"
"*025j1*","Robbie Ray","SF","SP","168","Kipp","Active","34","214","10.7","96%","0%","110.2","3.33","96","8","41","90","54","0","0","7","0","20"
"*05a1v*","Keider Montero","DET","SP,RP","171","Kipp","Active","26","212","10.1","55%","-1%","100.2","3.22","70","6","36","77","22","1","0","7","3","21"
"*05y23*","Tanner Bibee","CLE","SP","187","kyfaess","Active","27","209","9.95","94%","0%","119","3.86","92","4","51","102","35","0","0","12","2","21"
"*06gwk*","Payton Tolle","BOS","SP,RP","174","kyfaess","Active","23","208","13","91%","0%","89.2","3.31","96","5","33","73","26","0","0","8","3","16"
"*04yie*","George Kirby","SEA","SP","178","CLANK","Active","28","207","10.89","99%","0%","111","3.73","99","7","46","121","25","0","0","11","2","19"
"*04pq4*","Kyle Bradish","BAL","SP","179","Coop","Active","29","204","10.74","97%","0%","107.1","3.61","106","6","43","95","50","0","0","9","1","19"
"*03et8*","Ranger Suarez","BOS","SP","180","Coop","Reserve","30","204","12","98%","0%","91.1","3.15","97","4","32","80","26","0","0","7","2","17"
"*041vm*","Dylan Lee","ATL","RP","181","JMerkle","Active","31","203","4.41","62%","0%","44.2","1.81","56","4","9","25","8","0","19","0","0","46"
"*05gef*","Cade Cavalli","WSH","SP","182","Jpanner","Active","27","203","9.67","83%","+2%","104.2","3.78","119","6","44","105","32","0","0","9","12","21"
"*04ej3*","Riley O'Brien","STL","RP","183","Sasso","Active","31","203","5.07","92%","0%","40.1","3.35","40","3","15","32","14","25","1","0","7","40"
"*05aoc*","Eury Perez","MIA","SP","184","Coop","Active","23","203","11.94","98%","0%","91.2","3.53","104","5","36","65","37","0","0","7","7","17"
"*04mlf*","Casey Mize","DET","SP","186","GoldTY","Active","29","202","13.47","94%","0%","80.2","2.79","82","4","25","64","19","0","0","7","1","15"
"*05y72*","Landen Roupp","SF","SP","192","kyfaess","Active","27","200","10.53","84%","+1%","104","3.98","106","7","46","87","45","0","0","9","3","19"
"*03pjf*","Michael Soroka","ARI","SP","194","kyfaess","Inj Res","28","200","13.33","89%","0%","82","3.07","79","8","28","72","17","0","0","7","5","15"
"*04mlt*","Shane McClanahan","TB","SP","199","kyfaess","Active","29","198","11","97%","0%","91","3.16","85","8","32","74","31","0","0","4","3","18"
"*03dfa*","Tanner Scott","LAD","RP","200","kyfaess","Active","31","198","4.71","82%","0%","39.2","2.50","51","1","11","25","5","14","6","0","1","42"
"*04o2w*","Ben Brown","CHC","SP,RP","202","GoldTY","Reserve","26","197","9.85","70%","-2%","68","1.85","65","4","14","45","19","1","2","3","2","20"
"*03dbm*","Logan Webb","SF","SP","204","GoldTY","Active","29","196","11.53","99%","0%","107","3.87","85","5","46","92","27","0","0","11","6","17"
"*02hi7*","Kevin Gausman","TOR","SP","205","Sasso","Active","35","195","9.75","99%","0%","112.1","4.41","116","4","55","106","32","0","0","10","1","20"
"*04aqc*","David Bednar","NYY","RP","206","JMerkle","Active","31","195","5.13","97%","0%","41.2","2.59","47","4","12","32","13","18","0","0","2","38"
"*03dau*","Trevor Megill","MIL","RP","208","joeybats","Active","32","193","4.95","93%","0%","38","2.84","48","2","12","26","10","15","7","0","1","39"
"*05jp9*","Bryce Elder","ATL","SP","225","Sethmc44","Active","27","190","10","77%","-3%","108.2","4.06","90","6","49","101","33","0","0","11","2","19"
"*04eos*","Joey Cantillo","CLE","SP,RP","213","Greenbet","Active","26","189","9","89%","0%","106","3.74","112","8","44","99","52","0","0","4","2","21"
"*051eh*","Kevin Kelly","TB","RP","215","Greenbet","Active","28","189","4.5","52%","0%","46.1","2.33","34","5","12","34","8","4","19","0","3","42"
"*01gya*","Aroldis Chapman","BOS","RP","232","zyoung51","Active","38","188","5.7","98%","0%","31.2","1.99","40","1","7","24","15","22","0","0","1","33"
"*06f1r*","Connelly Early","BOS","SP","217","KRetiree","Reserve","24","188","11.06","93%","0%","91.2","3.44","93","7","35","81","34","0","0","7","9","17"
"*05r3a*","Brandon Young","BAL","SP","221","CLANK","Active","27","184","11.5","64%","0%","91.1","3.25","74","8","33","88","32","0","0","8","1","16"
"*05vy6*","Bryce Miller","SEA","SP","228","Hutch","Active","27","181","16.45","96%","0%","63.1","2.27","71","4","16","46","10","0","0","3","1","11"
"*02n2x*","Paul Sewald","ARI","RP","231","Sethmc44","Active","36","180","4.62","80%","0%","35.1","4.58","40","2","18","25","9","23","0","0","1","39"
"*04eqa*","Garrett Whitlock","BOS","RP","257","Sasso","Active","30","175","4.86","62%","+3%","36","2.00","39","5","8","26","6","2","18","0","0","36"
"*05nso*","Abner Uribe","MIL","RP","243","kyfaess","Active","26","174","4.24","78%","0%","40.2","2.43","39","4","11","27","15","6","14","0","0","41"
"*03aqv*","Raisel Iglesias","ATL","RP","245","Sasso","Active","36","173","5.24","97%","0%","34.1","2.36","38","0","9","29","7","19","0","0","0","33"
"*043ia*","Adrian Morejon","SD","RP","246","Coop","Reserve","27","173","3.84","56%","0%","52","3.46","59","7","20","45","13","1","15","0","2","45"
"*04eud*","Shane Drohan","MIL","SP,RP","247","Hutch","Active","27","173","8.65","61%","+3%","76","3.20","76","5","27","69","21","1","2","4","3","20"
"*04cd5*","MacKenzie Gore","TEX","SP","248","Sasso","Active","27","172","8.19","95%","-1%","110.2","4.80","122","6","59","100","42","0","0","6","5","21"
"*04cwf*","Shane Baz","BAL","SP","261","joeybats","Active","27","171","8.55","88%","0%","117.2","4.13","105","4","54","120","42","0","0","8","3","20"
"*0629b*","Walbert Urena","LAA","SP","251","CLANK","Active","22","171","10.06","66%","-2%","81.1","2.88","78","5","26","61","46","0","1","6","7","17"
"*066er*","Grant Taylor","CHW","SP,RP","254","Hutch","Active","24","171","4.62","74%","+1%","49.1","2.74","67","4","15","38","17","5","5","0","0","37"
"*05yb8*","Chad Patrick","MIL","SP,RP","253","Kipp","Active","27","171","5.52","52%","-1%","76.1","3.42","65","5","29","63","28","4","4","1","0","31"
"*04mnw*","Ryan Weathers","NYY","SP","258","GoldTY","Active","26","170","8.95","88%","-1%","102.1","4.40","115","3","50","101","29","0","0","6","2","19"
"*05133*","Andre Pallante","STL","SP","259","Hutch","Reserve","27","169","8.89","70%","-3%","105.1","4.02","75","10","47","102","31","0","0","6","6","19"
"*04ew7*","Aaron Ashby","MIL","RP","260","CLANK","Active","28","169","3.6","68%","-1%","57.2","3.43","78","12","22","54","29","0","7","0","2","47"
"*0403o*","Andres Munoz","SEA","RP","262","joeybats","Active","27","168","4.31","96%","0%","36.1","3.96","55","3","16","29","15","17","0","0","1","39"
"*04aok*","Gregory Soto","PIT","RP","264","KRetiree","Active","31","168","4.1","72%","-1%","40.2","3.98","46","5","18","27","18","12","7","0","2","41"
"*05uc4*","Troy Melton","DET","SP,RP","266","Hutch","Active","25","167","18.56","85%","+1%","55","1.80","50","5","11","33","15","0","0","5","2","9"
"*05yaz*","Will Warren","NYY","SP","269","Sasso","Active","27","165","8.68","91%","-3%","98.1","4.03","96","7","44","101","33","0","0","5","3","19"
"*05ym7*","Fernando Cruz","NYY","RP","287","Sethmc44","Active","36","164","3.49","43%","0%","42.2","2.32","55","4","11","29","24","1","16","0","2","47"
"*04auj*","Framber Valdez","DET","SP","275","Coop","Reserve","32","161","8.47","97%","0%","107.2","4.10","87","5","49","106","36","0","0","10","10","19"
"*05r01*","Robert Suarez","ATL","RP","276","joeybats","Inj Res","35","161","5.19","83%","-1%","32","0.56","26","4","2","21","6","4","12","0","0","31"
"*05jpd*","Ian Seymour","TB","SP,RP","285","JMerkle","Active","27","158","4.65","84%","-1%","67.2","4.79","79","6","36","53","26","2","10","1","4","34"
"*0374m*","Tyler Rogers","TOR","RP","288","Coop","Reserve","35","157","3.41","47%","0%","44.2","1.61","23","1","8","37","13","2","20","0","0","46"
"*06apx*","Trey Yesavage","TOR","SP","289","Sasso","Active","22","157","10.47","97%","0%","81","3.78","78","4","34","53","41","0","0","6","2","15"
"*04mjn*","Eduard Bazardo","SEA","RP","291","CLANK","Reserve","30","156","3.39","37%","-1%","43.1","2.28","44","3","11","40","13","0","19","0","1","46"
"*02c5l*","Luke Weaver","NYM","RP","297","joeybats","Active","32","154","4.05","50%","+2%","40","2.02","43","2","9","22","11","1","13","0","1","38"
"*03d6p*","Grant Holmes","ATL","SP","298","KRetiree","Active","30","153","8.05","63%","+1%","92.1","3.70","78","6","38","83","41","0","0","5","3","19"
"*0473n*","Tyler Wells","BAL","SP,RP","305","Greenbet","Active","31","153","4.03","50%","-1%","48","3.00","51","2","16","38","11","3","11","0","1","38"
"*0648r*","Andrew Morris","MIN","SP,RP","304","Hutch","Not On Team","24","151","4.19","33%","+4%","47","3.26","48","4","17","44","14","3","14","0","2","36"
"*05jq2*","Andrew Abbott","CIN","SP","315","KRetiree","Active","27","151","7.19","88%","0%","106","4.08","85","5","48","101","48","0","0","7","0","21"
"*04ak5*","Trevor Rogers","BAL","SP","309","Jpanner","Active","28","150","8.33","90%","+1%","96.2","4.28","77","6","46","94","32","0","0","8","1","18"
"*041r5*","Dustin May","STL","SP","321","Hutch","Reserve","28","145","7.63","77%","-1%","98","4.78","95","5","52","97","32","0","0","9","6","19"
"*03sef*","Seth Lugo","KC","SP","326","joeybats","Active","36","144","7.2","77%","-3%","110.2","4.39","89","3","54","120","36","0","0","11","4","20"
"*060i2*","Jake Bennett","BOS","SP","328","Coop","Active","25","143","15.89","76%","+2%","53.2","2.35","38","5","14","38","9","0","0","5","2","9"
"*05y0j*","Spencer Arrighetti","HOU","SP","329","Kipp","Active","26","142","8.88","79%","-6%","87","4.34","87","7","42","66","48","0","0","6","12","16"
"*01fhm*","Martin Perez","ATL","SP","331","Jpanner","Reserve","35","141","7.83","40%","-3%","81.1","3.54","62","6","32","65","32","0","0","2","2","18"
"*02i2j*","Max Fried","NYY","SP","338","Sasso","Inj Res","32","139","13.9","99%","0%","61.2","3.21","50","4","22","43","19","0","0","6","2","10"
"*04q08*","Kyle Leahy","STL","SP,RP","339","Jpanner","Reserve","29","138","7.67","48%","+3%","89.1","3.73","75","7","37","93","33","0","0","3","5","18"
"*064zm*","Didier Fuentes","ATL","SP,RP","345","Sethmc44","Reserve","21","136","4.12","54%","0%","39.2","2.50","46","4","11","33","12","1","10","0","2","33"
"*04pma*","Daniel Lynch","KC","RP","359","Greenbet","Active","29","134","3.27","23%","0%","41.1","2.18","34","3","10","27","12","1","10","0","2","41"
"*04pxo*","Erik Sabrowski","CLE","RP","348","GoldTY","Active","28","134","3.72","51%","-4%","28","3.54","48","3","11","17","20","0","20","0","0","36"
"*0317q*","Griffin Jax","TB","SP,RP","353","Sasso","Active","31","132","5.08","82%","0%","75","4.08","77","5","34","69","26","0","2","1","2","26"
"*02bx4*","Clay Holmes","NYM","SP","364","KRetiree","Inj Res","33","130","14.44","79%","+3%","52.2","2.39","45","4","14","40","18","0","0","4","1","9"
"*05xpq*","Christian Scott","NYM","SP","370","GoldTY","Active","27","128","9.85","61%","+4%","59.2","2.87","72","3","19","47","26","0","0","0","5","13"
"*064no*","Spencer Miles","TOR","SP,RP","372","Hutch","Reserve","25","128","4.74","29%","0%","64","3.52","61","4","25","53","19","0","2","0","0","27"
"*05y2l*","Emmet Sheehan","LAD","SP","375","kyfaess","Reserve","26","126","7","91%","0%","87.2","5.13","99","4","50","84","27","0","0","5","6","18"
"*04auk*","Seranthony Dominguez","CHW","RP","379","Sethmc44","Active","31","126","3.41","60%","-4%","33","4.36","40","3","16","24","20","12","3","0","2","37"
"*05w7z*","Edgardo Henriquez","LAD","RP","382","kyfaess","Active","24","125","3.29","22%","0%","40","2.25","38","4","10","22","17","1","6","0","3","38"
"*0425t*","Bailey Ober","MIN","SP","388","Kipp","Reserve","31","124","8.86","75%","0%","77","4.32","58","7","37","71","21","0","0","4","2","14"
"*03dc4*","Freddy Peralta","NYM","SP","362","JMerkle","Active","30","123","5.86","96%","0%","109.2","5.01","110","5","61","114","46","0","0","4","5","21"
"*02btx*","Tyler Glasnow","LAD","SP","392","GoldTY","Inj Res","32","123","17.57","97%","0%","39.2","2.72","49","3","12","20","13","0","0","4","0","7"
"*0311c*","Devin Williams","NYM","RP","396","KRetiree","Active","31","120","3.33","91%","-1%","32.2","4.68","45","3","17","35","19","14","0","0","0","36"
"*04pqo*","Braydon Fisher","TOR","SP,RP","400","Greenbet","Active","25","119","2.53","22%","-1%","49.1","3.65","50","3","20","36","22","1","8","0","2","47"
"*02n96*","Josh Hader","HOU","RP","403","Coop","Active","32","119","6.61","97%","0%","16.1","1.10","28","3","2","6","8","10","0","0","0","18"
"*066du*","Brad Lord","WSH","SP,RP","406","Greenbet","Reserve","26","118","4.37","24%","-4%","58","3.88","52","5","25","50","21","1","6","0","5","27"
"*03d6w*","Jack Flaherty","DET","SP","391","CLANK","Active","30","118","6.21","80%","+3%","86.1","4.59","102","3","44","80","42","0","0","2","7","19"
"*03d7h*","Mitch Keller","PIT","SP","410","Kipp","Active","30","117","6.16","77%","-3%","103.1","5.14","77","6","59","102","35","0","0","9","7","19"
"*02bu3*","Brandon Woodruff","MIL","SP","412","JMerkle","Reserve","33","116","12.89","86%","-7%","45.1","2.98","47","2","15","28","10","0","0","3","1","9"
"*05y5d*","Bradgley Rodriguez","SD","SP,RP","419","zyoung51","Active","22","116","2.97","16%","0%","42.1","2.13","40","2","10","32","15","0","6","0","0","39"
"*031bl*","Kyle Finnegan","DET","RP","425","Jpanner","Active","34","113","2.76","33%","0%","42.2","2.11","32","2","10","38","25","1","11","0","0","41"
"*04azu*","Kumar Rocker","TEX","SP","428","Coop","Active","26","112","6.22","51%","-4%","90","4.40","80","2","44","89","34","0","0","4","3","18"
"*03i81*","Reynaldo Lopez","ATL","SP,RP","435","CLANK","Active","32","110","5","62%","-4%","61.2","3.50","54","4","24","53","25","0","1","1","1","22"
"*01spo*","Gerrit Cole","NYY","SP","438","GoldTY","Active","35","110","11","98%","0%","55","3.93","55","3","24","52","12","0","0","5","1","10"
"*02c2r*","Carlos Rodon","NYY","SP","453","JMerkle","Reserve","33","106","11.78","93%","-1%","46.1","3.30","52","4","17","32","26","0","0","3","1","9"
"*05gdz*","Roki Sasaki","LAD","SP","461","Sasso","Reserve","24","104","6.12","84%","0%","86.2","4.98","85","3","48","82","34","0","0","4","5","17"
"*05ycf*","Noah Cameron","KC","SP","467","Greenbet","Active","27","103","5.42","74%","-1%","100.2","5.27","92","5","59","113","34","0","0","5","2","19"
"*02n4s*","Matthew Boyd","CHC","SP","476","Sethmc44","Reserve","35","101","10.1","88%","+1%","52","4.15","51","6","24","49","14","0","0","3","4","10"
"*03nuc*","Luis Castillo","SEA","SP","483","zyoung51","Reserve","33","99","5.5","80%","-2%","87.2","4.93","81","3","48","92","28","0","1","3","5","18"
"*01svz*","Kenley Jansen","DET","RP","492","KRetiree","Active","38","97","3.46","74%","0%","24.2","4.38","27","1","12","16","14","11","1","0","0","28"
"*05t9g*","Gage Jump","ATH","SP","495","JMerkle","Active","23","96","9.6","75%","-2%","52.1","3.78","56","3","22","52","17","0","0","3","3","10"
"*04pmb*","Kris Bubic","KC","SP","505","Sasso","Reserve","28","94","10.44","83%","-1%","50.1","4.11","51","3","23","36","26","0","0","4","1","9"
"*05rik*","Bubba Chandler","PIT","SP","511","Jpanner","Active","23","94","4.95","87%","-1%","94.1","4.77","85","3","50","82","55","0","0","2","5","19"
"*0515o*","Brandon Sproat","MIL","SP","514","kyfaess","Reserve","25","92","5.11","63%","-5%","82","5.16","87","3","47","73","39","0","0","3","9","18"
"*04ali*","Edward Cabrera","CHC","SP","536","joeybats","Inj Res","28","89","6.36","79%","0%","72.1","5.10","65","5","41","72","29","0","0","4","1","14"
"*05uo2*","Logan Henderson","MIL","SP","541","kyfaess","Active","24","88","12.57","89%","+1%","33.1","2.97","38","3","11","24","7","0","0","1","1","7"
"*03poq*","Tony Santillan","CIN","RP","548","Kipp","Inj Res","29","86","2.53","28%","-1%","31","5.23","28","1","18","29","14","5","11","0","0","34"
"*066cf*","Zebby Matthews","MIN","SP","562","Kipp","Reserve","26","83","6.92","67%","-3%","70","5.40","58","4","42","73","21","0","0","7","2","12"
"*04y9o*","Jack Leiter","TEX","SP","569","Jpanner","Reserve","26","81","5.4","70%","-1%","80","5.29","83","3","47","80","35","0","0","2","4","15"
"*05h2u*","Jared Jones","PIT","SP","572","Jpanner","Active","24","81","9","83%","+2%","40","4.05","48","2","18","32","12","0","0","1","0","9"
"*04pvu*","Stephen Kolek","KC","SP","591","GoldTY","Reserve","29","77","7.7","39%","-4%","54","4.50","34","4","27","55","12","0","0","5","2","10"
"*05yj0*","Chase Dollander","COL","SP,RP","592","Hutch","Inj Res","24","77","7.7","48%","-1%","44","3.89","47","3","19","39","18","0","0","1","3","10"
"*05138*","Matt Brash","SEA","RP","598","CLANK","Reserve","28","75","3.75","35%","0%","16.2","0.54","15","3","1","8","6","0","6","0","3","20"
"*05lg3*","Brandon Pfaadt","ARI","SP,RP","601","kyfaess","Not On Team","27","75","4.41","55%","+5%","59","4.58","44","4","30","59","18","0","2","1","4","17"
"*0518g*","Trevor McDonald","SF","SP","617","Jpanner","Active","25","71","5.07","35%","-5%","70.1","5.12","57","3","40","69","23","0","0","5","12","14"
"*05tzo*","J.R. Ritchie","ATL","SP,RP","633","GoldTY","Reserve","23","68","5.67","47%","-1%","50.1","4.29","45","1","24","40","30","1","2","1","4","12"
"*06ktn*","Tatsuya Imai","HOU","SP","651","Sethmc44","Reserve","28","64","4.92","77%","-4%","52","6.06","63","5","35","45","33","0","0","4","4","13"
"*03ql5*","Ryan Helsley","BAL","RP","654","Greenbet","Reserve","32","64","3.76","78%","-4%","15.1","4.11","21","0","7","13","9","8","0","0","0","17"
"*041ps*","Nick Lodolo","CIN","SP","668","joeybats","Inj Res","28","62","5.17","85%","-3%","62.2","4.60","50","3","32","65","27","0","0","3","9","12"
"*05mre*","Spencer Strider","ATL","SP","670","KRetiree","Inj Res","27","62","7.75","88%","-1%","39","5.31","46","4","23","33","20","0","0","2","1","8"
"*05144*","Hunter Brown","HOU","SP","682","joeybats","Active","27","60","7.5","99%","0%","40","4.05","43","1","18","30","28","0","0","3","4","8"
"*041ma*","Cole Ragans","KC","SP","699","Sasso","Inj Res","28","57","7.12","76%","-2%","35.1","4.84","45","1","19","27","23","0","0","3","0","8"
"*05u4l*","Daniel Palencia","CHC","RP","716","KRetiree","Reserve","26","54","2.84","78%","0%","16.2","2.70","19","2","5","17","6","3","0","0","0","19"
"*05uc7*","Noah Schultz","CHW","SP","750","Sasso","Reserve","22","47","4.27","61%","-3%","53","5.60","47","3","33","43","29","0","0","2","6","11"
"*06ekq*","Zach Thornton","NYM","SP,RP","770","joeybats","Active","24","42","14","45%","+10%","17.1","2.60","15","0","5","11","5","0","0","2","0","3"
"*02nax*","Matt Strahm","KC","RP","778","Jpanner","Active","34","40","1.11","20%","-1%","32.1","7.24","26","3","26","35","13","0","11","0","2","36"
"*061bo*","Rhett Lowder","CIN","SP","784","KRetiree","Reserve","24","39","2.29","56%","-1%","72","5.75","61","3","46","83","35","0","0","3","3","17"
"*05ajh*","Garrett Crochet","BOS","SP","797","Kipp","Inj Res","27","37","6.17","98%","0%","30","6.30","37","3","21","33","11","0","0","3","4","6"
"*04aea*","Hunter Greene","CIN","SP","798","Greenbet","Active","26","37","12.33","96%","0%","16.1","6.06","26","2","11","14","5","0","0","2","0","3"
"*0316j*","Nick Pivetta","SD","SP","823","Sethmc44","Inj Res","33","34","8.5","85%","0%","16","4.50","24","1","8","12","6","0","0","0","0","4"
"*05ubl*","Gabriel Hughes","COL","SP","825","joeybats","Active","24","34","11.33","20%","+4%","14.1","3.14","14","0","5","11","5","1","0","1","0","3"
"*05g4k*","Mick Abel","MIN","SP","837","Jpanner","Inj Res","24","32","8","55%","-1%","20.1","3.98","23","1","9","22","10","0","0","2","3","4"
"*05raz*","Chase Petty","CIN","SP,RP","853","JMerkle","Reserve","23","29","2.64","24%","0%","24.2","4.38","11","1","12","20","7","1","0","0","2","11"
"*05jpk*","Joe Boyle","TB","SP","892","Jpanner","Minors","26","22","7.33","29%","-1%","15.2","5.17","16","0","9","11","6","0","0","1","0","3"
